fecha,hipodromo,nro_carrera,caballo,jinete,ranking,probabilidad,puntaje
2025-12-05,Hipódromo Chile,11,CATAPOS,JESUS TORO,6,68.4,5.1756
2025-12-05,Hipódromo Chile,11,ARRUMACO,NICOLAS MOLINA,7,67.9,5.22
2025-12-05,Hipódromo Chile,11,TIO SALCHICHA,SEBASTIAN GONZALEZ,8,49.8,6.8293
2025-12-05,Hipódromo Chile,11,CANELO DORADO,RONALD FOURNET,9,44.0,7.342
2025-12-05,Hipódromo Chile,11,ALFONSO EL GRANDE,GERARD RODRIGUEZ,10,36.1,8.0467
2025-12-05,Hipódromo Chile,11,REY DE ASTURIAS,GUSTAVO AROS,11,29.9,8.6043
2025-12-05,Hipódromo Chile,11,VOY A PALERMO,BENJAMIN SANCHO,12,18.2,9.644
2025-12-05,Hipódromo Chile,11,FLOTT JOEL,WILBERT LEON,13,11.9,10.2033
2025-12-05,Hipódromo Chile,11,LUPO VELOCE,DARIEN CHEUQUE,14,0.0,11.2627
2025-12-05,Hipódromo Chile,12,CINCINNATUS,IGNACIO VALDIVIA,1,100.0,4.8017
2025-12-05,Hipódromo Chile,12,CORDON DEL CAULLE,ANYELO RIVERA,2,88.8,4.8581
2025-12-05,Hipódromo Chile,12,DIAMOND BLUE,NICOLAS RAMIREZ,3,88.7,4.8585
2025-12-05,Hipódromo Chile,12,MISTER WATSON,HECTOR BERRIOS,4,75.2,4.9265
2025-12-05,Hipódromo Chile,12,SEA WARRIOR,OSCAR ULLOA,5,69.4,4.9557
2025-12-05,Hipódromo Chile,12,JALONADO,JOSE SOLANO,6,65.4,4.9759
2025-12-05,Hipódromo Chile,12,JAMES BRUCE,HUGO OCHOA,7,65.3,4.9761
2025-12-05,Hipódromo Chile,12,MI PRECIOSO,AXEL ALVAREZ,8,54.4,5.0308
2025-12-05,Hipódromo Chile,12,A MI MODO,LUIS TORRES,9,52.9,5.0384
2025-12-05,Hipódromo Chile,12,SALTO ETERNO,JORGE A. GONZALEZ,10,47.3,5.0666
2025-12-05,Hipódromo Chile,12,CAPOLAVORO,KEVIN ESPINA,11,46.8,5.069
2025-12-05,Hipódromo Chile,12,EL GRIEGO,JAIME MEDINA,12,37.9,5.1141
2025-12-05,Hipódromo Chile,12,HARMONY OF THE SEA,JOAQUIN HERRERA,13,0.0,5.3045
2025-12-05,Hipódromo Chile,13,DIAMOND ONE,JOAQUIN HERRERA,1,100.0,2.3376
2025-12-05,Hipódromo Chile,13,KANDOZI,SEBASTIAN GONZALEZ,2,94.4,2.5042
2025-12-05,Hipódromo Chile,13,CHANGE FORADOLLAR,RAFAEL CISTERNAS,3,15.0,4.8638
2025-12-05,Hipódromo Chile,13,NO PASO AGOSTO,RODOLFO S. DORES,4,9.4,5.0294
2025-12-05,Hipódromo Chile,13,COCHERO DEL DIABLO,OSCAR ULLOA,5,8.5,5.0575
2025-12-05,Hipódromo Chile,13,MAGUIRE,RODRIGO PAINEN,6,7.7,5.0808
2025-12-05,Hipódromo Chile,13,CRANS MONTANA,LUIS TORRES,7,7.1,5.0994
2025-12-05,Hipódromo Chile,13,TRES PALABRAS,GERARD RODRIGUEZ,8,6.4,5.1188
2025-12-05,Hipódromo Chile,13,INDHIRA,FRANCISCO MORALES,9,5.2,5.156
2025-12-05,Hipódromo Chile,13,SATOSHI,VICTOR MIRANDA,10,0.0,5.31
2025-12-05,Hipódromo Chile,14,EL NENE,AXEL ALVAREZ,1,100.0,4.2512
2025-12-05,Hipódromo Chile,14,GRAN SAMIR,GUSTAVO AROS,2,93.4,4.8721
2025-12-05,Hipódromo Chile,14,VITA KC,BENJAMIN SANCHO,3,92.2,4.9942
2025-12-05,Hipódromo Chile,14,VAI BENE COSI,RODOLFO FUENZALIDA,4,91.0,5.1028
2025-12-05,Hipódromo Chile,14,MISTER VILLAGRA,JESUS TORO,5,90.2,5.175
2025-12-05,Hipódromo Chile,14,MY RICHARD,PIERO REYES P.,6,89.5,5.2464
2025-12-05,Hipódromo Chile,14,MI TATA SAMBUKA,RODRIGO COVARRUBIAS,7,88.2,5.3717
2025-12-05,Hipódromo Chile,14,KOLETTE,JORGE VERA,8,84.7,5.7002
2025-12-05,Hipódromo Chile,14,MERCI MON DIEU,WLADIMIR QUINTEROS,9,81.3,6.0225
2025-12-05,Hipódromo Chile,14,MUCHO VERSO,GERARD RODRIGUEZ,10,71.4,6.9599
2025-12-05,Hipódromo Chile,14,NUTCRACKER,JUAN MUÑOZ,11,56.7,8.3537
2025-12-05,Hipódromo Chile,14,LADY OF MERCIA,MAURICIO CHAMORRO,12,52.2,8.7778
2025-12-05,Hipódromo Chile,14,DOLCE AMARENA,JESUS PIMENTEL,13,48.0,9.1735
2025-12-05,Hipódromo Chile,14,DI LA VERDAD ROSA,ANDRES CASTILLO,14,27.9,11.0819
2025-12-05,Hipódromo Chile,14,BRINDO POR ELLA,RAFAEL CISTERNAS,15,0.0,13.7207
2025-12-05,Hipódromo Chile,15,BAMBO LUKAS,RAFAEL CISTERNAS,1,100.0,2.2136
2025-12-05,Hipódromo Chile,15,CASUAL VISION,RODOLFO S. DORES,2,90.0,3.0823
2025-12-05,Hipódromo Chile,15,MI JOYA,BENJAMIN SANCHO,3,80.0,3.95
2025-12-05,Hipódromo Chile,15,MORINGA,NICOLAS RAMIREZ,4,68.9,4.9043
2025-12-05,Hipódromo Chile,15,LA PUPPE,OSCAR ULLOA,5,67.2,5.0575
2025-12-05,Hipódromo Chile,15,CINABRIO,RONALD FOURNET,6,64.9,5.2534
2025-12-05,Hipódromo Chile,15,CHARLES ATLAS,JOAQUIN HERRERA,7,64.3,5.3095
2025-12-05,Hipódromo Chile,15,MARIA SUREÑA,BENJAMIN TRONCOSO,8,56.4,5.9928
2025-12-05,Hipódromo Chile,15,ARTHUR SHELBY,RODRIGO PAINEN,9,50.7,6.4882
2025-12-05,Hipódromo Chile,15,SEÑOR TRONCOSO,RODOLFO FUENZALIDA,10,34.2,7.9172
2025-12-05,Hipódromo Chile,15,CROCKED,HUGO OCHOA,11,24.3,8.7691
2025-12-05,Hipódromo Chile,15,AMPAWAN,BASTIAN SOTO,12,22.3,8.9483
2025-12-05,Hipódromo Chile,15,SULTAN GUERRERO,FRANCISCO MORALES,13,16.7,9.4301
2025-12-05,Hipódromo Chile,15,BOY SCOUT,JONATHAN A. CASTILLO,14,0.0,10.8776
2025-12-05,Hipódromo Chile,16,INDIAN POET,JAIME MEDINA,1,100.0,1.9029
2025-12-05,Hipódromo Chile,16,CORRER NORTINO,HUGO OCHOA,2,91.4,2.9398
2025-12-05,Hipódromo Chile,16,DESENFRENADO,RAFAEL CISTERNAS,3,82.6,4.0061
2025-12-05,Hipódromo Chile,16,EL CURANDERO,PEDRO ROBLES,4,74.1,5.032
2025-12-05,Hipódromo Chile,16,EL CARRIL,GERARD RODRIGUEZ,5,73.9,5.059
2025-12-05,Hipódromo Chile,16,STOP PLAYING,AXEL ALVAREZ,6,73.4,5.1105
2025-12-05,Hipódromo Chile,16,SALTO DEL GUAPO,FELIPE HENRIQUEZ,7,73.0,5.1606
2025-12-05,Hipódromo Chile,16,SPES,DIEGO CARRASCO,8,72.4,5.2407
2025-12-05,Hipódromo Chile,16,STRONG DAIKIRI,LUIS TORRES,9,72.2,5.2605
2025-12-05,Hipódromo Chile,16,LA JIBARITA,DARIEN CHEUQUE,10,42.7,8.826
2025-12-05,Hipódromo Chile,16,DOORSTEP,RODOLFO S. DORES,11,34.5,9.8113
2025-12-05,Hipódromo Chile,16,COMO DORMISTE,FRANCISCO MORALES,12,10.3,12.7405
2025-12-05,Hipódromo Chile,16,FLOREADOR,BENJAMIN TRONCOSO,13,0.0,13.9785
2025-12-05,Hipódromo Chile,17,SEE YOU AGAIN,LESLY C. GONZALEZ,1,100.0,2.9067
2025-12-05,Hipódromo Chile,17,LA ESCUDERA,NICOLAS RAMIREZ,2,89.5,3.9484
2025-12-05,Hipódromo Chile,17,VOLANTE MIXTO,FELIPE HENRIQUEZ,3,86.5,4.25
2025-12-05,Hipódromo Chile,17,NONA BLANCA,JESUS TORO,4,79.7,4.932
2025-12-05,Hipódromo Chile,17,BENVENUTO CELLINI,BASTIAN SOTO,5,77.8,5.1213
2025-12-05,Hipódromo Chile,17,JARDIN OLVIDADO,MOISES A. DONOSO,6,71.3,5.7699
2025-12-05,Hipódromo Chile,17,TE DIGO ALGO,NICOLAS MOLINA,7,59.2,6.975
2025-12-05,Hipódromo Chile,17,MAKINEN,RONALD FOURNET,8,57.3,7.1593
2025-12-05,Hipódromo Chile,17,GUSTO A POCO,MAURICIO CHAMORRO,9,40.2,8.8606
2025-12-05,Hipódromo Chile,17,LA SIGUIENTE,SEBASTIAN GONZALEZ,10,39.5,8.9308
2025-12-05,Hipódromo Chile,17,LATEN GOOD,BENJAMIN SANCHO,11,31.2,9.759
2025-12-05,Hipódromo Chile,17,TAKE A NAP,HUGO OCHOA,12,20.3,10.8453
2025-12-05,Hipódromo Chile,17,SISI STAR,ROBERTO AVILA,13,10.1,11.8644
2025-12-05,Hipódromo Chile,17,BEL FIOR,RODRIGO PAINEN,14,9.0,11.9694
2025-12-05,Hipódromo Chile,17,INTRIGANT,RODOLFO FUENZALIDA,15,0.0,12.8711
2025-12-05,Hipódromo Chile,18,EL VISIR,BASTIAN SOTO,1,100.0,2.2347
2025-12-05,Hipódromo Chile,18,BERGERAC (ARG),BENJAMIN AYALA,2,99.4,2.2943
2025-12-05,Hipódromo Chile,18,UNDER THE LIGHT,MARCO MORALES,3,75.1,4.8832
2025-12-05,Hipódromo Chile,18,EL CURICANO,GERARD RODRIGUEZ,4,73.7,5.0342
2025-12-05,Hipódromo Chile,18,HUACARNECO,SEBASTIAN GONZALEZ,5,73.6,5.0469
2025-12-05,Hipódromo Chile,18,VUELA EL AMOR,BENJAMIN SANCHO,6,73.1,5.0973
2025-12-05,Hipódromo Chile,18,JUNO,BENJAMIN TRONCOSO,7,72.8,5.1314
2025-12-05,Hipódromo Chile,18,SIR WALLANCE,VICTOR MIRANDA,8,70.8,5.3353
2025-12-05,Hipódromo Chile,18,ACHAPLINA,LESLY C. GONZALEZ,9,68.1,5.6246
2025-12-05,Hipódromo Chile,18,TOWN OF TREBBI,FELIPE HENRIQUEZ,10,45.9,7.9918
2025-12-05,Hipódromo Chile,18,NEOLIBERAL,FRANCISCO MORALES,11,29.2,9.7617
2025-12-05,Hipódromo Chile,18,DEAR SISTER,DARIEN CHEUQUE,12,20.1,10.7354
2025-12-05,Hipódromo Chile,18,ASTRO SOL,JESUS TORO,13,16.4,11.1259
2025-12-05,Hipódromo Chile,18,SCROOGE,JORGE VERA,14,0.0,12.869
2025-12-05,Hipódromo Chile,19,ALE GUAPA,RODOLFO S. DORES,1,100.0,0.8991
2025-12-05,Hipódromo Chile,19,OBRA DE ARTE,DARIEN CHEUQUE,2,87.6,2.4437
2025-12-05,Hipódromo Chile,19,BESO AL CIELO,RODRIGO PAINEN,3,82.9,3.0305
2025-12-05,Hipódromo Chile,19,TENGO UN SUEÑO,BENJAMIN SANCHO,4,67.0,5.0133
2025-12-05,Hipódromo Chile,19,BABY YODA,PEDRO ROBLES,5,66.8,5.0368
2025-12-05,Hipódromo Chile,19,BENIBLU,GUSTAVO AROS,6,66.5,5.0675
2025-12-05,Hipódromo Chile,19,COLOR DE SUEÑO,NICOLAS MOLINA,7,65.9,5.1384
2025-12-05,Hipódromo Chile,19,MR NUTS,JOAQUIN HERRERA,8,65.9,5.1432
2025-12-05,Hipódromo Chile,19,CAROLITO,MIGUEL GUTIERREZ,9,65.8,5.159
2025-12-05,Hipódromo Chile,19,CONGOBELGA,GERARD RODRIGUEZ,10,58.7,6.0459
2025-12-05,Hipódromo Chile,19,SCALPING,JAIME MEDINA,11,51.2,6.98
2025-12-05,Hipódromo Chile,19,KUAI MA,NICOLAS RAMIREZ,12,43.3,7.9547
2025-12-05,Hipódromo Chile,19,PUNTA ITATA,FELIPE HENRIQUEZ,13,17.9,11.1187
2025-12-05,Hipódromo Chile,19,SEÑOR GOMEZ,JORGE VERA,14,0.0,13.3489
