fecha,hipodromo,nro_carrera,caballo,jinete,ranking,probabilidad,puntaje
2025-12-05,Hipódromo Chile,5,NEGRO APAPUCHI,JAIME A. MIÑO,4,86.7,5.0363
2025-12-05,Hipódromo Chile,5,GRAN TILAPIA,WILBERT LEON,5,86.7,5.0363
2025-12-05,Hipódromo Chile,5,SPECIAL MACHINE,MAURICIO CHAMORRO,6,86.7,5.0363
2025-12-05,Hipódromo Chile,5,ESTEPHANIA,BENJAMIN TRONCOSO,7,86.7,5.0363
2025-12-05,Hipódromo Chile,5,LA FABITA,MARCO A. BUSTAMANTE,8,86.7,5.0363
2025-12-05,Hipódromo Chile,5,MANANO,MOISES A. DONOSO,9,86.7,5.0363
2025-12-05,Hipódromo Chile,5,AFIRMATE TONITO,LUIS D. MENGHINI,10,86.7,5.0363
2025-12-05,Hipódromo Chile,5,PACIENCIA ETERNA,JESUS PIMENTEL,11,80.1,5.0853
2025-12-05,Hipódromo Chile,5,FLEETWOOD,GERARD RODRIGUEZ,12,77.7,5.1029
2025-12-05,Hipódromo Chile,5,LUDMILA,BASTIAN SOTO,13,0.0,5.6766
2025-12-05,Hipódromo Chile,6,KILAN,JOSE SOLANO,1,100.0,3.0852
2025-12-05,Hipódromo Chile,6,LUQUITAS,JOSE VILLABLANCA,2,86.6,4.1112
2025-12-05,Hipódromo Chile,6,SALTARIN,NICOLAS MOLINA,3,75.9,4.9359
2025-12-05,Hipódromo Chile,6,TORO DEL MONTE,RODOLFO FUENZALIDA,4,75.8,4.9383
2025-12-05,Hipódromo Chile,6,EL COMEDIANTE,DARIEN CHEUQUE,5,75.4,4.9706
2025-12-05,Hipódromo Chile,6,POETA GRIEGO (ARG),RONALD FOURNET,6,74.7,5.0223
2025-12-05,Hipódromo Chile,6,CRUZA EL RIO,FRANCISCO MORALES,7,74.6,5.0363
2025-12-05,Hipódromo Chile,6,GUNDOGAN,NICOLAS RAMIREZ,8,73.5,5.1179
2025-12-05,Hipódromo Chile,6,SLOVAK,BASTIAN SOTO,9,66.2,5.6766
2025-12-05,Hipódromo Chile,6,NO SE NA,JOAQUIN HERRERA,10,61.5,6.0411
2025-12-05,Hipódromo Chile,6,MANO DE PIEDRA,RODRIGO PAINEN,11,49.8,6.9344
2025-12-05,Hipódromo Chile,6,CATANZARO,BENJAMIN TRONCOSO,12,49.0,7.0001
2025-12-05,Hipódromo Chile,6,TE ANDAN BUSCANDO,BENJAMIN AYALA,13,0.0,10.7566
2025-12-05,Hipódromo Chile,7,AMOR CLANDESTINO,JAIME MEDINA,1,100.0,0.9865
2025-12-05,Hipódromo Chile,7,SOY INVENCIBLE,OSCAR ULLOA,2,2.2,5.0256
2025-12-05,Hipódromo Chile,7,ON THE MUSIC,ALVARO APABLAZA,3,2.0,5.0363
2025-12-05,Hipódromo Chile,7,TOQUE Y DESPEGUE,HECTOR BERRIOS,4,2.0,5.0363
2025-12-05,Hipódromo Chile,7,FLACO TITO,JOAQUIN HERRERA,5,1.8,5.0443
2025-12-05,Hipódromo Chile,7,TENTADERO,IGNACIO VALDIVIA,6,0.0,5.1169
2025-12-05,Hipódromo Chile,8,HIJA DEL PAN,NICOLAS MOLINA,1,100.0,4.9359
2025-12-05,Hipódromo Chile,8,DOMENICO,RODRIGO PAINEN,2,99.4,4.9577
2025-12-05,Hipódromo Chile,8,ULTIMO BRINDIS,RAFAEL CISTERNAS,3,97.5,5.0338
2025-12-05,Hipódromo Chile,8,MISTER MINNION,BENJAMIN TRONCOSO,4,97.4,5.0363
2025-12-05,Hipódromo Chile,8,AMARTE A TI,MAURICIO CHAMORRO,5,97.4,5.0363
2025-12-05,Hipódromo Chile,8,YO PAGO TODO,LUIS TORRES,6,97.4,5.0363
2025-12-05,Hipódromo Chile,8,EN VECES,GERARD RODRIGUEZ,7,95.7,5.1029
2025-12-05,Hipódromo Chile,8,SABIONDO,JONATHAN A. CASTILLO,8,95.3,5.1148
2025-12-05,Hipódromo Chile,8,SALTO DE LUZ,NICOLAS RAMIREZ,9,95.3,5.1179
2025-12-05,Hipódromo Chile,8,RIO SAN JUAN,JORGE VERA,10,95.1,5.1258
2025-12-05,Hipódromo Chile,8,PATMAHO,BASTIAN SOTO,11,17.3,8.1166
2025-12-05,Hipódromo Chile,8,DONDE RAUL,VICTOR MIRANDA,12,13.0,8.2802
2025-12-05,Hipódromo Chile,8,TODAS MIENTEN,JOSE PAREDES,13,0.0,8.7813
2025-12-05,Hipódromo Chile,9,EL KING,DARIEN CHEUQUE,1,100.0,4.9706
2025-12-05,Hipódromo Chile,9,NOVAK,RAFAEL CISTERNAS,2,99.2,5.0338
2025-12-05,Hipódromo Chile,9,PETIROSSA,BENJAMIN SANCHO,3,99.2,5.0363
2025-12-05,Hipódromo Chile,9,HERE I GO AGAIN,BENJAMIN AYALA,4,99.2,5.0363
2025-12-05,Hipódromo Chile,9,IVY QUEEN,GUSTAVO AROS,5,99.2,5.0363
2025-12-05,Hipódromo Chile,9,GRAN KURU,LESLY C. GONZALEZ,6,99.2,5.0363
2025-12-05,Hipódromo Chile,9,CIAO JUANITA,LUIS D. MENGHINI,7,99.2,5.0363
2025-12-05,Hipódromo Chile,9,BACHATA,SEBASTIAN GONZALEZ,8,94.0,5.4688
2025-12-05,Hipódromo Chile,9,LA DOPINHUE,RODOLFO S. DORES,9,91.3,5.6916
2025-12-05,Hipódromo Chile,9,CHINITA TRAVIESA,PIERO REYES P.,10,89.0,5.88
2025-12-05,Hipódromo Chile,9,JACINTA GOOD,CLAUDIO JORQUERA,11,84.7,6.2374
2025-12-05,Hipódromo Chile,9,FLOWER POWER,VICTOR MIRANDA,12,60.1,8.2802
2025-12-05,Hipódromo Chile,9,MISTER HEAD,AXEL ALVAREZ,13,0.0,13.2618
2025-12-05,Hipódromo Chile,10,EL SALVADOR,RODOLFO FUENZALIDA,1,100.0,4.9383
2025-12-05,Hipódromo Chile,10,SIEMPRE ESTOY,DARIEN CHEUQUE,2,88.2,4.9706
2025-12-05,Hipódromo Chile,10,LEEVAN CLEFF,OSCAR ULLOA,3,68.0,5.0256
2025-12-05,Hipódromo Chile,10,NAMRUD TIGER,RAFAEL CISTERNAS,4,65.0,5.0338
2025-12-05,Hipódromo Chile,10,AL AMIR,BENJAMIN TRONCOSO,5,64.0,5.0363
2025-12-05,Hipódromo Chile,10,REY SALOMON,GUSTAVO AROS,6,64.0,5.0363
2025-12-05,Hipódromo Chile,10,YO Y DIEZ MAS,JOAQUIN HERRERA,7,61.1,5.0443
2025-12-05,Hipódromo Chile,10,REY RANGNAR,GERARD RODRIGUEZ,8,39.6,5.1029
2025-12-05,Hipódromo Chile,10,CAREMECHE,JORGE VERA,9,31.2,5.1258
2025-12-05,Hipódromo Chile,10,NYQUISTER,JAIME MEDINA,10,0.0,5.2108
2025-12-05,Hipódromo Chile,11,VAMOS A BAILAR,JORGE VERA,1,100.0,1.0762
2025-12-05,Hipódromo Chile,11,ARRUMACO,NICOLAS MOLINA,2,56.2,4.9359
2025-12-05,Hipódromo Chile,11,MI GIGANTE,RODOLFO FUENZALIDA,3,56.2,4.9383
2025-12-05,Hipódromo Chile,11,CANELO DORADO,RONALD FOURNET,4,55.3,5.0223
2025-12-05,Hipódromo Chile,11,MACHINE HEAD,PEDRO ROBLES,5,55.2,5.0315
2025-12-05,Hipódromo Chile,11,ELSEBAAHORRATODO,BENJAMIN TRONCOSO,6,55.1,5.0363
2025-12-05,Hipódromo Chile,11,FLOTT JOEL,WILBERT LEON,7,55.1,5.0363
2025-12-05,Hipódromo Chile,11,GO SUNSHINE GO,JOAQUIN HERRERA,8,55.0,5.0443
2025-12-05,Hipódromo Chile,11,TIO SALCHICHA,SEBASTIAN GONZALEZ,9,50.2,5.4688
2025-12-05,Hipódromo Chile,11,CATAPOS,JESUS TORO,10,47.0,5.7506
2025-12-05,Hipódromo Chile,11,REY DE ASTURIAS,GUSTAVO AROS,11,32.8,7.0001
2025-12-05,Hipódromo Chile,11,ALFONSO EL GRANDE,GERARD RODRIGUEZ,12,32.2,7.0599
2025-12-05,Hipódromo Chile,11,LUPO VELOCE,DARIEN CHEUQUE,13,0.9,9.82
2025-12-05,Hipódromo Chile,11,VOY A PALERMO,BENJAMIN SANCHO,14,0.0,9.8953
2025-12-05,Hipódromo Chile,12,SALTO ETERNO,JORGE A. GONZALEZ,1,100.0,4.9802
2025-12-05,Hipódromo Chile,12,JAMES BRUCE,HUGO OCHOA,2,92.8,4.9967
2025-12-05,Hipódromo Chile,12,JALONADO,JOSE SOLANO,3,87.6,5.0088
2025-12-05,Hipódromo Chile,12,SEA WARRIOR,OSCAR ULLOA,4,80.3,5.0256
2025-12-05,Hipódromo Chile,12,MISTER WATSON,HECTOR BERRIOS,5,75.7,5.0363
2025-12-05,Hipódromo Chile,12,A MI MODO,LUIS TORRES,6,75.7,5.0363
2025-12-05,Hipódromo Chile,12,HARMONY OF THE SEA,JOAQUIN HERRERA,7,72.2,5.0443
2025-12-05,Hipódromo Chile,12,MI PRECIOSO,AXEL ALVAREZ,8,41.6,5.1148
2025-12-05,Hipódromo Chile,12,CORDON DEL CAULLE,ANYELO RIVERA,9,41.6,5.1148
2025-12-05,Hipódromo Chile,12,CINCINNATUS,IGNACIO VALDIVIA,10,40.7,5.1169
2025-12-05,Hipódromo Chile,12,DIAMOND BLUE,NICOLAS RAMIREZ,11,40.3,5.1179
2025-12-05,Hipódromo Chile,12,CAPOLAVORO,KEVIN ESPINA,12,4.5,5.2004
2025-12-05,Hipódromo Chile,12,EL GRIEGO,JAIME MEDINA,13,0.0,5.2108
2025-12-05,Hipódromo Chile,13,DIAMOND ONE,JOAQUIN HERRERA,1,100.0,0.8796
2025-12-05,Hipódromo Chile,13,KANDOZI,SEBASTIAN GONZALEZ,2,84.3,1.7514
2025-12-05,Hipódromo Chile,13,MAGUIRE,RODRIGO PAINEN,3,26.7,4.9577
2025-12-05,Hipódromo Chile,13,COCHERO DEL DIABLO,OSCAR ULLOA,4,25.4,5.0256
2025-12-05,Hipódromo Chile,13,CHANGE FORADOLLAR,RAFAEL CISTERNAS,5,25.3,5.0338
2025-12-05,Hipódromo Chile,13,INDHIRA,FRANCISCO MORALES,6,25.3,5.0363
2025-12-05,Hipódromo Chile,13,CRANS MONTANA,LUIS TORRES,7,25.3,5.0363
2025-12-05,Hipódromo Chile,13,TRES PALABRAS,GERARD RODRIGUEZ,8,24.1,5.1029
2025-12-05,Hipódromo Chile,13,NO PASO AGOSTO,RODOLFO S. DORES,9,13.5,5.6916
2025-12-05,Hipódromo Chile,13,SATOSHI,VICTOR MIRANDA,10,0.0,6.4408
2025-12-05,Hipódromo Chile,14,EL NENE,AXEL ALVAREZ,1,100.0,2.1962
2025-12-05,Hipódromo Chile,14,DOLCE AMARENA,JESUS PIMENTEL,2,50.8,4.1112
2025-12-05,Hipódromo Chile,14,VAI BENE COSI,RODOLFO FUENZALIDA,3,29.5,4.9383
2025-12-05,Hipódromo Chile,14,BRINDO POR ELLA,RAFAEL CISTERNAS,4,27.0,5.0338
2025-12-05,Hipódromo Chile,14,VITA KC,BENJAMIN SANCHO,5,27.0,5.0363
2025-12-05,Hipódromo Chile,14,LADY OF MERCIA,MAURICIO CHAMORRO,6,27.0,5.0363
2025-12-05,Hipódromo Chile,14,NUTCRACKER,JUAN MUÑOZ,7,27.0,5.0363
2025-12-05,Hipódromo Chile,14,DI LA VERDAD ROSA,ANDRES CASTILLO,8,27.0,5.0363
2025-12-05,Hipódromo Chile,14,MI TATA SAMBUKA,RODRIGO COVARRUBIAS,9,27.0,5.0363
2025-12-05,Hipódromo Chile,14,GRAN SAMIR,GUSTAVO AROS,10,27.0,5.0363
2025-12-05,Hipódromo Chile,14,MERCI MON DIEU,WLADIMIR QUINTEROS,11,26.7,5.0458
2025-12-05,Hipódromo Chile,14,MUCHO VERSO,GERARD RODRIGUEZ,12,25.3,5.1029
2025-12-05,Hipódromo Chile,14,MISTER VILLAGRA,JESUS TORO,13,8.6,5.7506
2025-12-05,Hipódromo Chile,14,MY RICHARD,PIERO REYES P.,14,5.3,5.88
2025-12-05,Hipódromo Chile,14,KOLETTE,JORGE VERA,15,0.0,6.0857
2025-12-05,Hipódromo Chile,15,ARTHUR SHELBY,RODRIGO PAINEN,1,100.0,4.0015
2025-12-05,Hipódromo Chile,15,SEÑOR TRONCOSO,RODOLFO FUENZALIDA,2,86.1,4.9383
2025-12-05,Hipódromo Chile,15,CINABRIO,RONALD FOURNET,3,84.9,5.0223
2025-12-05,Hipódromo Chile,15,LA PUPPE,OSCAR ULLOA,4,84.8,5.0256
2025-12-05,Hipódromo Chile,15,BAMBO LUKAS,RAFAEL CISTERNAS,5,84.7,5.0338
2025-12-05,Hipódromo Chile,15,MI JOYA,BENJAMIN SANCHO,6,84.7,5.0363
2025-12-05,Hipódromo Chile,15,MARIA SUREÑA,BENJAMIN TRONCOSO,7,84.7,5.0363
2025-12-05,Hipódromo Chile,15,CHARLES ATLAS,JOAQUIN HERRERA,8,84.6,5.0443
2025-12-05,Hipódromo Chile,15,BOY SCOUT,JONATHAN A. CASTILLO,9,83.5,5.1148
2025-12-05,Hipódromo Chile,15,MORINGA,NICOLAS RAMIREZ,10,83.5,5.1179
2025-12-05,Hipódromo Chile,15,AMPAWAN,BASTIAN SOTO,11,75.2,5.6766
2025-12-05,Hipódromo Chile,15,CASUAL VISION,RODOLFO S. DORES,12,75.0,5.6916
2025-12-05,Hipódromo Chile,15,CROCKED,HUGO OCHOA,13,27.0,8.9305
2025-12-05,Hipódromo Chile,15,SULTAN GUERRERO,FRANCISCO MORALES,14,0.0,10.7566
2025-12-05,Hipódromo Chile,16,LA JIBARITA,DARIEN CHEUQUE,1,100.0,4.9706
2025-12-05,Hipódromo Chile,16,CORRER NORTINO,HUGO OCHOA,2,96.4,4.9967
2025-12-05,Hipódromo Chile,16,EL CURANDERO,PEDRO ROBLES,3,91.5,5.0315
2025-12-05,Hipódromo Chile,16,DESENFRENADO,RAFAEL CISTERNAS,4,91.2,5.0338
2025-12-05,Hipódromo Chile,16,STRONG DAIKIRI,LUIS TORRES,5,90.9,5.0363
2025-12-05,Hipódromo Chile,16,SALTO DEL GUAPO,FELIPE HENRIQUEZ,6,90.9,5.0363
2025-12-05,Hipódromo Chile,16,FLOREADOR,BENJAMIN TRONCOSO,7,90.9,5.0363
2025-12-05,Hipódromo Chile,16,SPES,DIEGO CARRASCO,8,90.9,5.0363
2025-12-05,Hipódromo Chile,16,COMO DORMISTE,FRANCISCO MORALES,9,90.9,5.0363
2025-12-05,Hipódromo Chile,16,EL CARRIL,GERARD RODRIGUEZ,10,81.7,5.1029
2025-12-05,Hipódromo Chile,16,STOP PLAYING,AXEL ALVAREZ,11,80.0,5.1148
2025-12-05,Hipódromo Chile,16,INDIAN POET,JAIME MEDINA,12,66.7,5.2108
2025-12-05,Hipódromo Chile,16,DOORSTEP,RODOLFO S. DORES,13,0.0,5.6916
2025-12-05,Hipódromo Chile,17,VOLANTE MIXTO,FELIPE HENRIQUEZ,1,100.0,3.1163
2025-12-05,Hipódromo Chile,17,TE DIGO ALGO,NICOLAS MOLINA,2,76.2,4.9359
2025-12-05,Hipódromo Chile,17,INTRIGANT,RODOLFO FUENZALIDA,3,76.2,4.9383
2025-12-05,Hipódromo Chile,17,BEL FIOR,RODRIGO PAINEN,4,75.9,4.9577
2025-12-05,Hipódromo Chile,17,TAKE A NAP,HUGO OCHOA,5,75.4,4.9967
2025-12-05,Hipódromo Chile,17,MAKINEN,RONALD FOURNET,6,75.1,5.0223
2025-12-05,Hipódromo Chile,17,SEE YOU AGAIN,LESLY C. GONZALEZ,7,74.9,5.0363
2025-12-05,Hipódromo Chile,17,LATEN GOOD,BENJAMIN SANCHO,8,74.9,5.0363
2025-12-05,Hipódromo Chile,17,JARDIN OLVIDADO,MOISES A. DONOSO,9,74.9,5.0363
2025-12-05,Hipódromo Chile,17,GUSTO A POCO,MAURICIO CHAMORRO,10,74.9,5.0363
2025-12-05,Hipódromo Chile,17,LA ESCUDERA,NICOLAS RAMIREZ,11,73.8,5.1179
2025-12-05,Hipódromo Chile,17,LA SIGUIENTE,SEBASTIAN GONZALEZ,12,69.2,5.4688
2025-12-05,Hipódromo Chile,17,BENVENUTO CELLINI,BASTIAN SOTO,13,66.5,5.6766
2025-12-05,Hipódromo Chile,17,NONA BLANCA,JESUS TORO,14,65.5,5.7506
2025-12-05,Hipódromo Chile,17,SISI STAR,ROBERTO AVILA,15,0.0,10.7566
2025-12-05,Hipódromo Chile,18,UNDER THE LIGHT,MARCO MORALES,1,100.0,4.0953
2025-12-05,Hipódromo Chile,18,JUNO,BENJAMIN TRONCOSO,2,85.8,5.0363
2025-12-05,Hipódromo Chile,18,ACHAPLINA,LESLY C. GONZALEZ,3,85.8,5.0363
2025-12-05,Hipódromo Chile,18,BERGERAC (ARG),BENJAMIN AYALA,4,85.8,5.0363
2025-12-05,Hipódromo Chile,18,NEOLIBERAL,FRANCISCO MORALES,5,85.8,5.0363
2025-12-05,Hipódromo Chile,18,TOWN OF TREBBI,FELIPE HENRIQUEZ,6,85.8,5.0363
2025-12-05,Hipódromo Chile,18,VUELA EL AMOR,BENJAMIN SANCHO,7,85.8,5.0363
2025-12-05,Hipódromo Chile,18,EL CURICANO,GERARD RODRIGUEZ,8,84.8,5.1029
2025-12-05,Hipódromo Chile,18,SCROOGE,JORGE VERA,9,84.4,5.1258
2025-12-05,Hipódromo Chile,18,HUACARNECO,SEBASTIAN GONZALEZ,10,79.2,5.4688
2025-12-05,Hipódromo Chile,18,EL VISIR,BASTIAN SOTO,11,76.1,5.6766
2025-12-05,Hipódromo Chile,18,ASTRO SOL,JESUS TORO,12,75.0,5.7506
2025-12-05,Hipódromo Chile,18,SIR WALLANCE,VICTOR MIRANDA,13,36.8,8.2802
2025-12-05,Hipódromo Chile,18,DEAR SISTER,DARIEN CHEUQUE,14,0.0,10.7125
2025-12-05,Hipódromo Chile,19,COLOR DE SUEÑO,NICOLAS MOLINA,1,100.0,4.9359
2025-12-05,Hipódromo Chile,19,BESO AL CIELO,RODRIGO PAINEN,2,97.1,4.9577
2025-12-05,Hipódromo Chile,19,OBRA DE ARTE,DARIEN CHEUQUE,3,95.4,4.9706
2025-12-05,Hipódromo Chile,19,BABY YODA,PEDRO ROBLES,4,87.3,5.0315
2025-12-05,Hipódromo Chile,19,BENIBLU,GUSTAVO AROS,5,86.7,5.0363
2025-12-05,Hipódromo Chile,19,TENGO UN SUEÑO,BENJAMIN SANCHO,6,86.7,5.0363
2025-12-05,Hipódromo Chile,19,PUNTA ITATA,FELIPE HENRIQUEZ,7,86.7,5.0363
2025-12-05,Hipódromo Chile,19,MR NUTS,JOAQUIN HERRERA,8,85.7,5.0443
2025-12-05,Hipódromo Chile,19,CONGOBELGA,GERARD RODRIGUEZ,9,77.9,5.1029
2025-12-05,Hipódromo Chile,19,KUAI MA,NICOLAS RAMIREZ,10,75.9,5.1179
2025-12-05,Hipódromo Chile,19,SEÑOR GOMEZ,JORGE VERA,11,74.9,5.1258
2025-12-05,Hipódromo Chile,19,SCALPING,JAIME MEDINA,12,63.6,5.2108
2025-12-05,Hipódromo Chile,19,CAROLITO,MIGUEL GUTIERREZ,13,51.2,5.3048
2025-12-05,Hipódromo Chile,19,ALE GUAPA,RODOLFO S. DORES,14,0.0,5.6916
