fecha,hipodromo,nro_carrera,caballo,jinete,ranking,probabilidad,puntaje
2025-12-06,Hipódromo Chile,12,LABURADOR,JAIME MEDINA,14,20.7,5.1977
2025-12-06,Hipódromo Chile,12,NO ME PILLA,DARIEN CHEUQUE,15,0.0,5.9335
2025-12-06,Hipódromo Chile,13,OLVÍDAME,FELIPE MORENO,1,100.0,4.1973
2025-12-06,Hipódromo Chile,13,NAGAO,JORGE VERA,2,99.4,4.2375
2025-12-06,Hipódromo Chile,13,QUE BARATO,PIERO REYES,3,98.5,4.2926
2025-12-06,Hipódromo Chile,13,DON PEDRO,AXEL ALVAREZ,4,97.3,4.3707
2025-12-06,Hipódromo Chile,13,KOCCIA,GEOVANNI ACEVEDO,5,94.5,4.5576
2025-12-06,Hipódromo Chile,13,ACEPTO SEÑOR,GERARD RODRÍGUEZ,6,94.2,4.574
2025-12-06,Hipódromo Chile,13,GRAN CAPO,WLADIMIR QUINTEROS,7,94.2,4.5755
2025-12-06,Hipódromo Chile,13,CON ZEUS,HUGO OCHOA,8,93.8,4.5996
2025-12-06,Hipódromo Chile,13,TÍRATE UN PASO,DIEGO CARVACHO,9,93.6,4.6159
2025-12-06,Hipódromo Chile,13,CLASSIC FORM,JAIME MEDINA,10,93.2,4.6429
2025-12-06,Hipódromo Chile,13,LO FRANCO,MIGUEL GUTIÉRREZ,11,93.0,4.6548
2025-12-06,Hipódromo Chile,13,SOLO AMIGOS,NICOLÁS SANTIBAÑEZ,12,91.3,4.7614
2025-12-06,Hipódromo Chile,13,VENUS VICTORIOSA,MARCO BUSTAMANTE,13,91.3,4.7626
2025-12-06,Hipódromo Chile,13,EL CHILENO,JOSÉ VILLABLANCA,14,91.1,4.7738
2025-12-06,Hipódromo Chile,13,PACHEKIN,JOAQUÍN HERRERA,15,0.0,10.7083
2025-12-06,Hipódromo Chile,14,LA CONSENTIDA,MARCO BUSTAMANTE,1,100.0,4.028
2025-12-06,Hipódromo Chile,14,ALMENDRO,NICOLÁS RAMIREZ,2,98.1,4.0968
2025-12-06,Hipódromo Chile,14,EL WHISKY CUANDO,JOAQUÍN HERRERA,3,97.9,4.1038
2025-12-06,Hipódromo Chile,14,EL GRINGO,WLADIMIR QUINTEROS,4,96.5,4.1547
2025-12-06,Hipódromo Chile,14,DOÑA RUSA,HUGO OCHOA,5,95.2,4.201
2025-12-06,Hipódromo Chile,14,EL DESPERTAR,FELIPE MORENO,6,91.9,4.3205
2025-12-06,Hipódromo Chile,14,NANITO VELOZ,MIGUEL GUTIÉRREZ,7,90.9,4.3568
2025-12-06,Hipódromo Chile,14,PROFESSIONALS,ANDRÉS COVARRUBIAS,8,90.5,4.3717
2025-12-06,Hipódromo Chile,14,EL MONARC,SEBASTIÁN GONZÁLEZ,9,89.0,4.4278
2025-12-06,Hipódromo Chile,14,A MI EL REY,LUIS D. MENGHINI,10,88.5,4.4429
2025-12-06,Hipódromo Chile,14,ZAMBROTTA,JAIME A. MIÑO,11,87.9,4.4667
2025-12-06,Hipódromo Chile,14,LA POLACA,ARIEL ZÚÑIGA,12,86.2,4.5284
2025-12-06,Hipódromo Chile,14,CHICO BACAN,ANDRÉS COVARRUBIAS,13,85.0,4.5732
2025-12-06,Hipódromo Chile,14,EL GUATA,JOSÉ VILLABLANCA,14,84.6,4.5857
2025-12-06,Hipódromo Chile,14,RISBY,PIERO REYES,15,0.0,7.6512
2025-12-06,Hipódromo Chile,15,ME LA GANE SOLO,JAIME MEDINA,1,100.0,1.5024
2025-12-06,Hipódromo Chile,15,CHINO MATADOR,WILBERT LEÓN,2,78.4,2.8792
2025-12-06,Hipódromo Chile,15,EL INVICTO,PIERO REYES,3,47.4,4.8593
2025-12-06,Hipódromo Chile,15,AKRAPOVIC,NICOLÁS RAMIREZ,4,46.8,4.8982
2025-12-06,Hipódromo Chile,15,OLVÍDAME,FELIPE MORENO,5,46.7,4.8996
2025-12-06,Hipódromo Chile,15,YACARE,SEBASTIÁN GONZÁLEZ,6,46.4,4.9189
2025-12-06,Hipódromo Chile,15,SÚPER CHAMO,ARIEL ZÚÑIGA,7,45.7,4.9684
2025-12-06,Hipódromo Chile,15,EL VIEJITO,NICOLÁS SANTIBAÑEZ,8,44.8,5.0199
2025-12-06,Hipódromo Chile,15,ME SOBRAN LAS PALABRAS,LUIS D. MENGHINI,9,44.7,5.0276
2025-12-06,Hipódromo Chile,15,DOÑA PITI,JOAQUÍN HERRERA,10,44.4,5.0469
2025-12-06,Hipódromo Chile,15,ISIDORA MIA,MIGUEL GUTIÉRREZ,11,44.1,5.0659
2025-12-06,Hipódromo Chile,15,CHILOE,BENJAMIN SANCHO,12,42.2,5.1887
2025-12-06,Hipódromo Chile,15,SEATTLE SNOW,JAIME MEDINA,13,41.8,5.2142
2025-12-06,Hipódromo Chile,15,GEROI,WLADIMIR QUINTEROS,14,40.6,5.2896
2025-12-06,Hipódromo Chile,15,EASY PEASY,NICOLÁS RAMIREZ,15,0.0,7.8798
2025-12-06,Hipódromo Chile,16,LA CONSENTIDA,MARCO BUSTAMANTE,1,100.0,4.1973
2025-12-06,Hipódromo Chile,16,ALMENDRO,NICOLÁS RAMIREZ,2,98.0,4.2661
2025-12-06,Hipódromo Chile,16,EL WHISKY CUANDO,JOAQUÍN HERRERA,3,96.9,4.3047
2025-12-06,Hipódromo Chile,16,EL GRINGO,WLADIMIR QUINTEROS,4,95.4,4.3555
2025-12-06,Hipódromo Chile,16,DOÑA RUSA,HUGO OCHOA,5,95.0,4.3703
2025-12-06,Hipódromo Chile,16,EL DESPERTAR,FELIPE MORENO,6,90.6,4.5213
2025-12-06,Hipódromo Chile,16,NANITO VELOZ,MIGUEL GUTIÉRREZ,7,89.6,4.5576
2025-12-06,Hipódromo Chile,16,PROFESSIONALS,ANDRÉS COVARRUBIAS,8,89.1,4.5725
2025-12-06,Hipódromo Chile,16,EL MONARC,SEBASTIÁN GONZÁLEZ,9,87.9,4.6159
2025-12-06,Hipódromo Chile,16,A MI EL REY,LUIS D. MENGHINI,10,87.4,4.6311
2025-12-06,Hipódromo Chile,16,ZAMBROTTA,JAIME A. MIÑO,11,86.7,4.6548
2025-12-06,Hipódromo Chile,16,LA POLACA,ARIEL ZÚÑIGA,12,85.0,4.7166
2025-12-06,Hipódromo Chile,16,CHICO BACAN,ANDRÉS COVARRUBIAS,13,83.7,4.7614
2025-12-06,Hipódromo Chile,16,EL GUATA,JOSÉ VILLABLANCA,14,83.3,4.7738
2025-12-06,Hipódromo Chile,16,RISBY,PIERO REYES,15,0.0,7.6495
2025-12-06,Hipódromo Chile,17,ME LA GANE SOLO,JAIME MEDINA,1,100.0,1.5024
2025-12-06,Hipódromo Chile,17,CHINO MATADOR,WILBERT LEÓN,2,78.4,2.8792
2025-12-06,Hipódromo Chile,17,EL INVICTO,PIERO REYES,3,47.4,4.8593
2025-12-06,Hipódromo Chile,17,AKRAPOVIC,NICOLÁS RAMIREZ,4,46.8,4.8982
2025-12-06,Hipódromo Chile,17,OLVÍDAME,FELIPE MORENO,5,46.7,4.8996
2025-12-06,Hipódromo Chile,17,YACARE,SEBASTIÁN GONZÁLEZ,6,46.4,4.9189
2025-12-06,Hipódromo Chile,17,SÚPER CHAMO,ARIEL ZÚÑIGA,7,45.7,4.9684
2025-12-06,Hipódromo Chile,17,EL VIEJITO,NICOLÁS SANTIBAÑEZ,8,44.8,5.0199
2025-12-06,Hipódromo Chile,17,ME SOBRAN LAS PALABRAS,LUIS D. MENGHINI,9,44.7,5.0276
2025-12-06,Hipódromo Chile,17,DOÑA PITI,JOAQUÍN HERRERA,10,44.4,5.0469
2025-12-06,Hipódromo Chile,17,ISIDORA MIA,MIGUEL GUTIÉRREZ,11,44.1,5.0659
2025-12-06,Hipódromo Chile,17,CHILOE,BENJAMIN SANCHO,12,42.2,5.1887
2025-12-06,Hipódromo Chile,17,SEATTLE SNOW,JAIME MEDINA,13,41.8,5.2142
2025-12-06,Hipódromo Chile,17,GEROI,WLADIMIR QUINTEROS,14,40.6,5.2896
2025-12-06,Hipódromo Chile,17,EASY PEASY,NICOLÁS RAMIREZ,15,0.0,7.8798
2025-12-06,Hipódromo Chile,18,ME LA GANE SOLO,JAIME MEDINA,1,100.0,1.5024
2025-12-06,Hipódromo Chile,18,CHINO MATADOR,WILBERT LEÓN,2,78.4,2.8792
2025-12-06,Hipódromo Chile,18,EL INVICTO,PIERO REYES,3,47.4,4.8593
2025-12-06,Hipódromo Chile,18,AKRAPOVIC,NICOLÁS RAMIREZ,4,46.8,4.8982
2025-12-06,Hipódromo Chile,18,OLVÍDAME,FELIPE MORENO,5,46.7,4.8996
2025-12-06,Hipódromo Chile,18,YACARE,SEBASTIÁN GONZÁLEZ,6,46.4,4.9189
2025-12-06,Hipódromo Chile,18,SÚPER CHAMO,ARIEL ZÚÑIGA,7,45.7,4.9684
2025-12-06,Hipódromo Chile,18,EL VIEJITO,NICOLÁS SANTIBAÑEZ,8,44.8,5.0199
2025-12-06,Hipódromo Chile,18,ME SOBRAN LAS PALABRAS,LUIS D. MENGHINI,9,44.7,5.0276
2025-12-06,Hipódromo Chile,18,DOÑA PITI,JOAQUÍN HERRERA,10,44.4,5.0469
2025-12-06,Hipódromo Chile,18,ISIDORA MIA,MIGUEL GUTIÉRREZ,11,44.1,5.0659
2025-12-06,Hipódromo Chile,18,CHILOE,BENJAMIN SANCHO,12,42.2,5.1887
2025-12-06,Hipódromo Chile,18,SEATTLE SNOW,JAIME MEDINA,13,41.8,5.2142
2025-12-06,Hipódromo Chile,18,GEROI,WLADIMIR QUINTEROS,14,40.6,5.2896
2025-12-06,Hipódromo Chile,18,EASY PEASY,NICOLÁS RAMIREZ,15,0.0,7.8798
2025-12-06,Hipódromo Chile,19,LA CONSENTIDA,MARCO BUSTAMANTE,1,100.0,4.1973
2025-12-06,Hipódromo Chile,19,ALMENDRO,NICOLÁS RAMIREZ,2,98.0,4.2661
2025-12-06,Hipódromo Chile,19,EL WHISKY CUANDO,JOAQUÍN HERRERA,3,96.9,4.3047
2025-12-06,Hipódromo Chile,19,EL GRINGO,WLADIMIR QUINTEROS,4,95.4,4.3555
2025-12-06,Hipódromo Chile,19,DOÑA RUSA,HUGO OCHOA,5,95.0,4.3703
2025-12-06,Hipódromo Chile,19,EL DESPERTAR,FELIPE MORENO,6,90.6,4.5213
2025-12-06,Hipódromo Chile,19,NANITO VELOZ,MIGUEL GUTIÉRREZ,7,89.6,4.5576
2025-12-06,Hipódromo Chile,19,PROFESSIONALS,ANDRÉS COVARRUBIAS,8,89.1,4.5725
2025-12-06,Hipódromo Chile,19,EL MONARC,SEBASTIÁN GONZÁLEZ,9,87.9,4.6159
2025-12-06,Hipódromo Chile,19,A MI EL REY,LUIS D. MENGHINI,10,87.4,4.6311
2025-12-06,Hipódromo Chile,19,ZAMBROTTA,JAIME A. MIÑO,11,86.7,4.6548
2025-12-06,Hipódromo Chile,19,LA POLACA,ARIEL ZÚÑIGA,12,85.0,4.7166
2025-12-06,Hipódromo Chile,19,CHICO BACAN,ANDRÉS COVARRUBIAS,13,83.7,4.7614
2025-12-06,Hipódromo Chile,19,EL GUATA,JOSÉ VILLABLANCA,14,83.3,4.7738
2025-12-06,Hipódromo Chile,19,RISBY,PIERO REYES,15,0.0,7.6495
2025-12-06,Hipódromo Chile,20,ME LA GANE SOLO,JAIME MEDINA,1,100.0,1.5024
2025-12-06,Hipódromo Chile,20,CHINO MATADOR,WILBERT LEÓN,2,78.4,2.8792
2025-12-06,Hipódromo Chile,20,EL INVICTO,PIERO REYES,3,47.4,4.8593
2025-12-06,Hipódromo Chile,20,AKRAPOVIC,NICOLÁS RAMIREZ,4,46.8,4.8982
2025-12-06,Hipódromo Chile,20,OLVÍDAME,FELIPE MORENO,5,46.7,4.8996
2025-12-06,Hipódromo Chile,20,YACARE,SEBASTIÁN GONZÁLEZ,6,46.4,4.9189
2025-12-06,Hipódromo Chile,20,SÚPER CHAMO,ARIEL ZÚÑIGA,7,45.7,4.9684
2025-12-06,Hipódromo Chile,20,EL VIEJITO,NICOLÁS SANTIBAÑEZ,8,44.8,5.0199
2025-12-06,Hipódromo Chile,20,ME SOBRAN LAS PALABRAS,LUIS D. MENGHINI,9,44.7,5.0276
2025-12-06,Hipódromo Chile,20,DOÑA PITI,JOAQUÍN HERRERA,10,44.4,5.0469
2025-12-06,Hipódromo Chile,20,ISIDORA MIA,MIGUEL GUTIÉRREZ,11,44.1,5.0659
2025-12-06,Hipódromo Chile,20,CHILOE,BENJAMIN SANCHO,12,42.2,5.1887
2025-12-06,Hipódromo Chile,20,SEATTLE SNOW,JAIME MEDINA,13,41.8,5.2142
2025-12-06,Hipódromo Chile,20,GEROI,WLADIMIR QUINTEROS,14,40.6,5.2896
2025-12-06,Hipódromo Chile,20,EASY PEASY,NICOLÁS RAMIREZ,15,0.0,7.8798
2025-12-07,Club Hípico de Santiago,1,SWEET CHILD,BENJAMIN SANCHO,1,100.0,1.7326
2025-12-07,Club Hípico de Santiago,1,MY CLAUDIA,GERARD RODRIGUEZ,2,93.3,2.5802
2025-12-07,Club Hípico de Santiago,1,CABLE A TIERRA,MAURICIO CHAMORRO,3,81.6,4.0653
2025-12-07,Club Hípico de Santiago,1,QUE TERRIBLE,KEVIN ESPINA,4,80.3,4.235
2025-12-07,Club Hípico de Santiago,1,EN CAPILLA,HUGO OCHOA,5,78.9,4.4096
2025-12-07,Club Hípico de Santiago,1,ANTIOCO,MARCO MORALES,6,78.7,4.442
2025-12-07,Club Hípico de Santiago,1,HAMM GOOD,FRANCISCO MORALES,7,78.5,4.4654
2025-12-07,Club Hípico de Santiago,1,VAI BENE COSI,RODOLFO FUENZALIDA,8,78.4,4.4708
2025-12-07,Club Hípico de Santiago,1,JAVIVALETU,VICTOR MIRANDA,9,74.0,5.0388
2025-12-07,Club Hípico de Santiago,1,AKISI,RONALD FOURNET,10,52.4,7.776
2025-12-07,Club Hípico de Santiago,1,EL KICHAN,JOSE VILLABLANCA,11,17.2,12.2495
2025-12-07,Club Hípico de Santiago,1,BEL FIOR,RODRIGO PAINEN,12,0.0,14.428
2025-12-07,Club Hípico de Santiago,2,LISTO NO MAS,RODOLFO FUENZALIDA,1,100.0,4.2285
2025-12-07,Club Hípico de Santiago,2,KISS THE QUEEN,IGNACIO VALDIVIA,2,94.1,4.3253
2025-12-07,Club Hípico de Santiago,2,LUGA,JONATHAN A. CASTILLO,3,88.8,4.4137
2025-12-07,Club Hípico de Santiago,2,KERRYS,DARIEN CHEUQUE,4,87.4,4.4363
2025-12-07,Club Hípico de Santiago,2,SEÑORA RITA,WLADIMIR QUINTEROS,5,83.9,4.4948
2025-12-07,Club Hípico de Santiago,2,YOKITA,HECTOR BERRIOS,6,74.3,4.6528
2025-12-07,Club Hípico de Santiago,2,YA AGUS,FELIPE HENRIQUEZ,7,73.6,4.6649
2025-12-07,Club Hípico de Santiago,2,RAPILLANA,MAURICIO CHAMORRO,8,72.2,4.6873
2025-12-07,Club Hípico de Santiago,2,MI NIETA AGUSTINA,RONALD FOURNET,9,71.6,4.6966
2025-12-07,Club Hípico de Santiago,2,NUEVA ACTRICE,WILBERT LEON,10,0.0,5.8792
2025-12-07,Club Hípico de Santiago,3,SMILE QUEEN,FABIAN MEDINA,1,100.0,3.7982
2025-12-07,Club Hípico de Santiago,3,JEFA DE JEFAS,NICOLAS SANTIBAÑEZ,2,74.2,4.317
2025-12-07,Club Hípico de Santiago,3,BRONT LUCKY,FELIPE HENRIQUEZ,3,71.2,4.3776
2025-12-07,Club Hípico de Santiago,3,MALORY,JAIME MEDINA,4,70.7,4.3866
2025-12-07,Club Hípico de Santiago,3,LADY IN BLACK,JOAQUIN HERRERA,5,67.3,4.4548
2025-12-07,Club Hípico de Santiago,3,RUBIA CLARA,DARIEN CHEUQUE,6,66.3,4.4764
2025-12-07,Club Hípico de Santiago,3,SEVEN WONDERS,HECTOR BERRIOS,7,65.6,4.4906
2025-12-07,Club Hípico de Santiago,3,RAMHE,CLAUDIO JORQUERA,8,0.0,5.8092
2025-12-07,Club Hípico de Santiago,4,TOMMY SHELBY,NICOLAS RAMIREZ,1,100.0,4.3806
2025-12-07,Club Hípico de Santiago,4,HEY JOKE,HECTOR BERRIOS,2,93.7,4.4105
2025-12-07,Club Hípico de Santiago,4,AMIGOS POR SIEMPRE,RAFAEL CISTERNAS,3,87.2,4.4412
2025-12-07,Club Hípico de Santiago,4,KAREV,JAIME MEDINA,4,40.0,4.6649
2025-12-07,Club Hípico de Santiago,4,THE TROOPER,AXEL ALVAREZ,5,9.6,4.8089
2025-12-07,Club Hípico de Santiago,4,PRIETO AZABACHE,WILBERT LEON,6,0.0,4.8545
2025-12-07,Club Hípico de Santiago,5,LITTLE GASPI,FRANCISCO MORALES,1,100.0,2.594
2025-12-07,Club Hípico de Santiago,5,PESO DORADO,RODOLFO FUENZALIDA,2,78.1,3.6697
2025-12-07,Club Hípico de Santiago,5,MARULINA,NICOLAS SANTIBAÑEZ,3,63.6,4.3865
2025-12-07,Club Hípico de Santiago,5,BICAMPEON CHILENO,RODRIGO PAINEN,4,61.0,4.5131
2025-12-07,Club Hípico de Santiago,5,PITTIRANGA,AXEL ALVAREZ,5,60.3,4.547
2025-12-07,Club Hípico de Santiago,5,PEQUEÑA CHENOA,JAIME A. MIÑO,6,58.8,4.6241
2025-12-07,Club Hípico de Santiago,5,MUY SOLO AQUI,RAFAEL CISTERNAS,7,57.7,4.6748
2025-12-07,Club Hípico de Santiago,5,TAN DECORATIVA,WLADIMIR QUINTEROS,8,54.0,4.8596
2025-12-07,Club Hípico de Santiago,5,GRAN TOURIST,MOISES A. DONOSO,9,49.2,5.0941
2025-12-07,Club Hípico de Santiago,5,STRATA,VICTOR MIRANDA,10,39.5,5.5718
2025-12-07,Club Hípico de Santiago,5,WALKA,DARIEN CHEUQUE,11,0.0,7.5162
2025-12-07,Club Hípico de Santiago,6,BREGO,BASTIAN SOTO,1,100.0,0.7391
2025-12-07,Club Hípico de Santiago,6,BALDER EL NORUEGO,RODOLFO FUENZALIDA,2,99.8,0.7467
2025-12-07,Club Hípico de Santiago,6,GRIEZMANN,NICOLAS MOLINA,3,63.1,2.1835
2025-12-07,Club Hípico de Santiago,6,LIMATOWN,AXEL ALVAREZ,4,12.2,4.1759
2025-12-07,Club Hípico de Santiago,6,DISMAI,BENJAMIN TRONCOSO,5,7.1,4.3748
2025-12-07,Club Hípico de Santiago,6,DON'T CRY DADDY,JAIME A. MIÑO,6,6.1,4.4144
2025-12-07,Club Hípico de Santiago,6,SINESIO,DARIEN CHEUQUE,7,3.9,4.4997
2025-12-07,Club Hípico de Santiago,6,NALALA,HECTOR BERRIOS,8,3.7,4.5104
2025-12-07,Club Hípico de Santiago,6,NAVIDAD VELOZ,RODRIGO COVARRUBIAS,9,0.0,4.6539
2025-12-07,Club Hípico de Santiago,7,SUPERAME,OSCAR ULLOA,1,100.0,0.8133
2025-12-07,Club Hípico de Santiago,7,SORRISI,HECTOR BERRIOS,2,72.0,2.8946
2025-12-07,Club Hípico de Santiago,7,SELVA BELLA,RAFAEL CISTERNAS,3,67.0,3.2667
2025-12-07,Club Hípico de Santiago,7,ESTRELLA DEL SOL,NICOLAS SANTIBAÑEZ,4,51.1,4.4475
2025-12-07,Club Hípico de Santiago,7,GOOD DECISIONS,SEBASTIAN GONZALEZ,5,45.7,4.8504
2025-12-07,Club Hípico de Santiago,7,YA VA,JAIME MEDINA,6,45.5,4.8624
2025-12-07,Club Hípico de Santiago,7,MI MAMA INES,IGNACIO VALDIVIA,7,9.3,7.5528
2025-12-07,Club Hípico de Santiago,7,ON LOOK,JOAQUIN HERRERA,8,0.0,8.2415
2025-12-07,Club Hípico de Santiago,8,SE PREPARO,JESUS TORO,1,100.0,3.0451
2025-12-07,Club Hípico de Santiago,8,DESENFRENADO,BENJAMIN SANCHO,2,95.4,3.2681
2025-12-07,Club Hípico de Santiago,8,DIVINA FE,IGNACIO VALDIVIA,3,82.2,3.9041
2025-12-07,Club Hípico de Santiago,8,RIO AZOPARDO,NICOLAS MOLINA,4,77.0,4.1554
2025-12-07,Club Hípico de Santiago,8,RADIANT ORQUIDEA,WLADIMIR QUINTEROS,5,73.4,4.3288
2025-12-07,Club Hípico de Santiago,8,SALTO DEL GUAPO,FRANCISCO MORALES,6,69.2,4.5295
2025-12-07,Club Hípico de Santiago,8,MISTERIO LUMINOSO,GERARD RODRIGUEZ,7,67.9,4.5894
2025-12-07,Club Hípico de Santiago,8,HARRY GO,RODRIGO PAINEN,8,67.7,4.6031
2025-12-07,Club Hípico de Santiago,8,SONRISA DULCE,PEDRO ROBLES,9,59.4,5.0003
2025-12-07,Club Hípico de Santiago,8,STATE OF GRACE,KEVIN ESPINA,10,54.6,5.2311
2025-12-07,Club Hípico de Santiago,8,ONIX BLUE,FRANCO SANCHEZ,11,43.5,5.7691
2025-12-07,Club Hípico de Santiago,8,AMANDA PEPITA,SEBASTIAN GONZALEZ,12,24.4,6.6882
2025-12-07,Club Hípico de Santiago,8,EL CASTI,RODOLFO S. DORES,13,23.5,6.7288
2025-12-07,Club Hípico de Santiago,8,EL ARRUGAO,VICTOR BRACETTI,14,0.0,7.8628
2025-12-07,Club Hípico de Santiago,9,MAMITA PININA,FABIAN MEDINA,1,100.0,0.7541
2025-12-07,Club Hípico de Santiago,9,SUEÑO REALIDAD,BASTIAN SOTO,2,83.5,4.4657
2025-12-07,Club Hípico de Santiago,9,VALDEMIRA BAY,DARIEN CHEUQUE,3,81.4,4.9262
2025-12-07,Club Hípico de Santiago,9,LUCA PRODAN,RONALD FOURNET,4,80.9,5.042
2025-12-07,Club Hípico de Santiago,9,TURQUESA DORADA,DIEGO CARRASCO,5,75.8,6.1931
2025-12-07,Club Hípico de Santiago,9,MOSASAURUS,MOISES A. DONOSO,6,74.6,6.4612
2025-12-07,Club Hípico de Santiago,9,POWER MARINE,BENJAMIN AYALA,7,65.9,8.4267
2025-12-07,Club Hípico de Santiago,9,NOCHE DE PAINE,LUIS D. MENGHINI,8,48.7,12.2886
2025-12-07,Club Hípico de Santiago,9,MARKINABIZKAIA,RODRIGO PAINEN,9,42.2,13.7367
2025-12-07,Club Hípico de Santiago,9,MI PEQUEÑO SUEÑO,CLAUDIO JORQUERA,10,33.5,15.6907
2025-12-07,Club Hípico de Santiago,9,DOÑA ISA,FRANCO SANCHEZ,11,0.0,23.2283
2025-12-07,Club Hípico de Santiago,10,RUSIO NO ES,RODOLFO FUENZALIDA,1,100.0,4.1659
2025-12-07,Club Hípico de Santiago,10,STRONG DAIKIRI,RODRIGO PAINEN,2,99.8,4.1799
2025-12-07,Club Hípico de Santiago,10,EL MERLUZO,GUSTAVO AROS,3,97.0,4.3969
2025-12-07,Club Hípico de Santiago,10,GRAND SMILE,GERARD RODRIGUEZ,4,96.0,4.4799
2025-12-07,Club Hípico de Santiago,10,JAIMINI,SEBASTIAN GONZALEZ,5,95.2,4.5365
2025-12-07,Club Hípico de Santiago,10,MONACO (ARG),JOAQUIN HERRERA,6,94.7,4.5752
2025-12-07,Club Hípico de Santiago,10,PUISSANT ROI,RODOLFO S. DORES,7,94.2,4.618
2025-12-07,Club Hípico de Santiago,10,DOBLE NEGRO,WILBERT LEON,8,65.9,6.8129
2025-12-07,Club Hípico de Santiago,10,NA NI NA,NICOLAS MOLINA,9,41.7,8.6927
2025-12-07,Club Hípico de Santiago,10,CASTOR TROY,PEDRO ROBLES,10,0.0,11.9269
2025-12-07,Club Hípico de Santiago,11,SUBI,PIERO REYES P.,1,100.0,0.8748
2025-12-07,Club Hípico de Santiago,11,FLIGHT OF ICARUS,FELIPE HENRIQUEZ,2,87.4,2.6481
2025-12-07,Club Hípico de Santiago,11,DOCTORA MILAGRO,HUGO OCHOA,3,82.4,3.3595
2025-12-07,Club Hípico de Santiago,11,IMANOL,FRANCISCO MORALES,4,72.7,4.7237
2025-12-07,Club Hípico de Santiago,11,SAIKOU,RODOLFO FUENZALIDA,5,72.5,4.7481
2025-12-07,Club Hípico de Santiago,11,DE ORO Y COBRE,GERARD RODRIGUEZ,6,72.1,4.8115
2025-12-07,Club Hípico de Santiago,11,PATMAHO,BASTIAN SOTO,7,71.8,4.8431
2025-12-07,Club Hípico de Santiago,11,JOHNNY CINCO MIL,RAFAEL CISTERNAS,8,71.8,4.8482
2025-12-07,Club Hípico de Santiago,11,VERSE BIEN,RODOLFO S. DORES,9,70.6,5.0151
2025-12-07,Club Hípico de Santiago,11,MI LORD,CLAUDIO JORQUERA,10,65.8,5.6986
2025-12-07,Club Hípico de Santiago,11,GRAN KURU,AGUSTIN VILLAGRA,11,62.9,6.106
2025-12-07,Club Hípico de Santiago,11,SABIONDO,JONATHAN A. CASTILLO,12,54.2,7.3298
2025-12-07,Club Hípico de Santiago,11,MISTER HEAD,AXEL ALVAREZ,13,41.7,9.0929
2025-12-07,Club Hípico de Santiago,11,TODAS MIENTEN,JOSE PAREDES,14,34.1,10.1588
2025-12-07,Club Hípico de Santiago,11,REY ESCOCES,BENJAMIN TRONCOSO,15,0.0,14.9632
2025-12-07,Club Hípico de Santiago,12,SEE YOU AGAIN,RONALD FOURNET,1,100.0,0.4974
2025-12-07,Club Hípico de Santiago,12,TANGO Y COMPAS,WLADIMIR QUINTEROS,2,88.7,1.6308
2025-12-07,Club Hípico de Santiago,12,CHICA DEL LUCERO,HECTOR BERRIOS,3,86.3,1.8699
2025-12-07,Club Hípico de Santiago,12,SCANDINAVA,RODOLFO S. DORES,4,60.8,4.4382
2025-12-07,Club Hípico de Santiago,12,BELLO ENCANTO,BENJAMIN SANCHO,5,60.3,4.4867
2025-12-07,Club Hípico de Santiago,12,TEA AND MILK,FRANCISCO MORALES,6,60.1,4.5127
2025-12-07,Club Hípico de Santiago,12,BRUJO DORADO,GERARD RODRIGUEZ,7,59.8,4.5368
2025-12-07,Club Hípico de Santiago,12,PURA ROSA,FABIAN MEDINA,8,58.8,4.638
2025-12-07,Club Hípico de Santiago,12,MINONI,ROBERTO AVILA,9,58.2,4.7001
2025-12-07,Club Hípico de Santiago,12,EXTROVERTIDA,IGNACIO VALDIVIA,10,57.6,4.757
2025-12-07,Club Hípico de Santiago,12,EL BOHEMIO,VICTOR MIRANDA,11,54.5,5.0741
2025-12-07,Club Hípico de Santiago,12,GUSTO A POCO,MAURICIO CHAMORRO,12,19.6,8.5768
2025-12-07,Club Hípico de Santiago,12,ROSARIO TIJERA,WILBERT LEON,13,0.0,10.5489
2025-12-07,Club Hípico de Santiago,13,SINGLE BARREL,IGNACIO VALDIVIA,1,100.0,1.6032
2025-12-07,Club Hípico de Santiago,13,KNESEET,GUSTAVO AROS,2,97.6,1.7026
2025-12-07,Club Hípico de Santiago,13,SEE ME,AXEL ALVAREZ,3,83.1,2.3164
2025-12-07,Club Hípico de Santiago,13,SALTO DEL CEREZO,BENJAMIN SANCHO,4,61.0,3.2534
2025-12-07,Club Hípico de Santiago,13,EL PIRI,GERARD RODRIGUEZ,5,39.6,4.1566
2025-12-07,Club Hípico de Santiago,13,VAMOS AL NOA NOA,JOAQUIN HERRERA,6,36.7,4.2777
2025-12-07,Club Hípico de Santiago,13,PIANTAO,RODOLFO S. DORES,7,36.4,4.2905
2025-12-07,Club Hípico de Santiago,13,SIGNORE PIO,DARIEN CHEUQUE,8,35.2,4.3434
2025-12-07,Club Hípico de Santiago,13,BADERO,VICTOR MIRANDA,9,15.2,5.1905
2025-12-07,Club Hípico de Santiago,13,STRAY KIDS,JESUS TORO,10,7.1,5.5325
2025-12-07,Club Hípico de Santiago,13,SIGUE VOLANDO,DIEGO CARRASCO,11,0.0,5.8313
2025-12-07,Club Hípico de Santiago,14,TRES PRINCIPES,NICOLAS MOLINA,1,100.0,0.7022
